node_A,node_B,sign
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,12,1
0,23,1
0,24,1
0,32,-1
0,34,1
0,40,1
0,49,-1
0,56,1
0,67,1
0,72,1
0,74,1
0,85,1
0,98,1
0,103,1
0,106,1
0,108,1
0,125,1
0,131,1
0,135,1
0,170,1
0,219,1
0,240,1
0,252,1
0,255,1
0,257,1
0,292,1
0,346,1
0,450,-1
0,457,1
0,526,1
0,528,1
0,704,-1
0,745,1
0,826,1
0,849,1
0,877,1
0,948,1
1,2,1
1,3,1
1,4,1
1,5,1
1,12,1
1,13,1
1,14,1
1,15,1
1,18,1
1,22,-1
1,23,1
1,27,1
1,29,1
1,35,1
1,39,1
1,44,1
1,46,1
1,63,-1
1,64,1
1,68,1
1,74,-1
1,76,1
1,78,1
1,83,1
1,88,1
1,89,1
1,101,1
1,104,1
1,107,1
1,126,1
1,137,1
1,145,1
1,149,1
1,151,1
1,162,1
1,163,1
1,170,1
1,175,1
1,178,1
1,179,1
1,181,1
1,183,1
1,203,1
1,212,-1
1,215,1
1,217,1
1,253,1
1,258,1
1,262,1
1,271,1
1,283,1
1,294,1
1,329,1
1,342,1
1,343,-1
1,360,1
1,361,1
1,387,1
1,400,1
1,414,1
1,422,1
1,432,1
1,481,1
1,483,1
1,494,1
1,524,-1
1,540,-1
1,541,1
1,579,1
1,592,1
1,611,1
1,657,1
1,702,1
1,710,1
1,712,1
1,725,-1
1,780,1
1,783,1
1,790,1
1,830,1
1,841,1
1,863,1
1,939,1
1,964,1
1,989,1
2,21,1
2,44,1
2,47,1
2,57,1
2,79,-1
2,96,1
2,134,1
2,138,-1
2,231,1
2,264,1
2,310,1
2,353,1
2,375,1
2,384,1
2,435,1
2,475,1
2,479,1
2,499,-1
2,536,1
2,604,1
2,674,1
2,781,1
2,829,1
2,839,1
2,848,-1
2,987,1
3,9,-1
3,18,-1
3,19,1
3,39,1
3,40,1
3,42,1
3,51,1
3,61,1
3,124,1
3,155,1
3,160,1
3,165,1
3,191,1
3,272,1
3,298,1
3,369,1
3,404,1
3,418,1
3,560,1
3,594,1
3,617,1
3,652,1
3,664,1
3,756,1
3,840,1
3,855,1
3,865,1
3,873,1
3,890,1
3,974,1
3,986,1
4,6,1
4,10,1
4,11,1
4,33,1
4,36,1
4,47,1
4,48,1
4,59,1
4,64,-1
4,70,1
4,105,1
4,133,1
4,164,1
4,235,-1
4,260,1
4,277,1
4,288,1
4,314,1
4,328,1
4,474,1
4,540,1
4,543,1
4,561,1
4,657,1
4,658,1
4,663,1
4,670,1
4,680,1
4,707,1
4,719,1
4,763,1
4,822,1
4,919,1
4,937,1
5,9,1
5,20,1
5,22,1
5,24,-1
5,32,1
5,85,1
5,103,1
5,200,1
5,232,1
5,256,1
5,301,1
5,348,1
5,453,1
5,641,1
5,806,1
6,7,1
6,8,1
6,11,1
6,13,1
6,62,1
6,69,1
6,72,1
6,73,1
6,89,1
6,91,1
6,116,1
6,122,1
6,131,1
6,147,1
6,158,1
6,175,1
6,182,1
6,192,1
6,208,-1
6,216,1
6,220,1
6,244,1
6,246,1
6,291,1
6,386,1
6,493,1
6,507,1
6,515,-1
6,531,1
6,538,1
6,556,1
6,599,1
6,607,1
6,649,1
6,664,1
6,671,1
6,678,-1
6,691,1
6,692,-1
6,695,1
6,750,1
6,759,1
6,872,-1
6,922,1
6,941,1
6,954,1
7,10,1
7,16,1
7,21,1
7,25,1
7,76,1
7,113,1
7,147,1
7,217,1
7,303,1
7,307,1
7,321,1
7,327,1
7,337,1
7,394,1
7,397,1
7,460,1
7,531,1
7,553,1
7,584,1
7,612,1
7,620,-1
7,625,-1
7,632,1
7,689,1
7,691,1
7,700,1
7,764,-1
7,964,1
7,982,1
8,15,1
8,46,1
8,52,1
8,156,1
8,169,1
8,202,1
8,286,1
8,340,1
8,351,1
8,407,1
8,477,1
8,642,1
8,647,1
8,733,1
8,857,1
8,877,1
8,990,-1
9,98,1
9,258,1
9,374,1
9,569,1
9,747,1
10,114,1
10,115,1
10,128,1
10,158,1
10,166,1
10,171,1
10,222,1
10,330,1
10,422,1
10,435,1
10,588,1
10,610,1
10,653,1
10,778,1
10,804,1
10,853,1
10,868,1
10,923,1
11,17,1
11,31,1
11,53,-1
11,65,1
11,81,-1
11,90,1
11,94,1
11,95,1
11,154,1
11,250,1
11,304,1
11,315,1
11,331,1
11,394,1
11,447,1
11,666,1
11,745,1
11,806,-1
11,845,1
11,846,1
11,876,1
11,907,1
11,954,1
11,996,1
12,14,1
12,17,1
12,26,1
12,27,1
12,30,1
12,37,1
12,43,1
12,45,-1
12,53,-1
12,60,1
12,94,1
12,115,1
12,144,1
12,154,1
12,159,1
12,326,1
12,410,1
12,424,1
12,433,1
12,476,1
12,498,1
12,545,1
12,668,1
12,698,1
12,860,-1
12,885,-1
12,887,1
12,934,-1
13,30,1
13,51,1
13,93,1
13,157,1
13,218,1
13,223,-1
13,241,1
13,254,1
13,268,1
13,276,1
13,303,1
13,398,1
13,471,1
13,585,1
13,601,1
13,605,1
13,639,1
13,641,1
13,655,1
13,771,1
13,793,1
14,26,1
14,63,-1
14,135,-1
14,291,1
14,363,1
15,16,1
15,19,1
15,43,1
15,49,1
15,87,-1
15,120,-1
15,127,1
15,152,1
15,171,1
15,176,1
15,185,1
15,195,1
15,219,-1
15,240,1
15,361,-1
15,455,1
15,552,1
15,644,1
15,714,1
15,785,1
15,832,1
15,892,1
16,20,1
16,95,1
16,199,1
16,326,-1
16,741,1
16,864,1
17,38,1
17,54,1
17,96,-1
17,139,1
17,140,1
17,256,1
17,675,-1
17,917,1
18,487,1
18,522,1
18,590,1
18,889,1
18,955,1
19,31,1
19,55,1
19,84,1
19,186,-1
19,199,-1
19,327,1
19,341,1
19,405,1
19,421,1
19,439,1
19,461,1
19,464,1
19,559,1
19,589,1
19,635,1
19,696,1
19,884,1
19,960,1
19,998,1
20,56,1
20,460,1
20,944,1
21,28,1
21,35,1
21,37,1
21,42,-1
21,58,1
21,60,-1
21,69,1
21,99,1
21,107,-1
21,117,1
21,118,1
21,123,1
21,224,1
21,231,1
21,332,1
21,446,1
21,668,1
21,696,1
21,734,1
21,808,1
21,904,1
21,963,1
22,121,1
22,136,1
22,146,1
22,351,1
22,352,1
22,709,1
23,25,1
23,33,1
23,75,1
23,100,1
23,109,-1
23,230,1
23,242,1
23,243,1
23,477,1
23,591,1
23,600,1
23,742,1
23,753,1
24,29,1
24,45,1
24,66,1
24,122,1
24,493,1
24,506,-1
24,595,1
24,750,1
24,795,1
24,871,1
25,28,1
25,209,1
25,308,1
25,679,-1
25,735,-1
25,861,1
25,936,1
26,139,1
26,737,1
27,36,1
27,58,1
27,163,1
27,473,1
27,770,1
27,905,1
28,54,1
28,62,1
28,70,1
28,92,1
28,101,1
28,111,1
28,126,1
28,142,-1
28,153,1
28,317,1
28,319,1
28,396,1
28,488,1
28,495,1
28,539,1
28,566,-1
28,711,1
28,794,1
28,833,1
28,838,1
28,856,1
28,884,1
29,108,1
29,196,1
29,281,1
29,380,-1
29,985,1
30,34,1
30,41,1
30,79,1
30,187,1
30,339,1
30,517,1
30,586,1
30,726,1
30,761,1
30,853,1
31,61,1
31,91,1
31,204,1
31,308,1
31,439,1
31,617,1
31,634,1
31,754,1
31,815,1
31,916,1
32,66,-1
32,188,1
32,348,1
32,495,1
32,862,1
33,309,1
33,534,1
33,661,1
33,714,1
33,915,1
33,991,1
34,41,1
34,90,1
34,178,1
34,237,1
34,269,1
34,408,1
34,465,1
34,695,1
34,962,1
35,117,1
35,297,1
35,473,1
35,729,1
35,758,1
35,836,-1
37,38,1
37,161,1
37,172,-1
37,198,1
37,284,1
37,313,1
37,461,1
37,490,1
37,512,1
37,629,1
37,971,1
38,97,1
38,300,1
38,754,1
38,988,1
39,156,-1
39,274,1
39,465,1
39,992,1
40,48,1
40,129,1
40,300,1
40,711,1
41,73,1
41,110,1
41,186,1
41,442,1
41,823,1
41,846,1
42,50,1
42,125,1
42,409,1
42,568,1
42,639,1
42,718,1
42,847,1
42,931,1
43,722,1
43,728,1
43,787,1
45,93,1
45,99,1
45,132,1
45,143,1
45,213,1
45,329,1
45,397,1
45,404,1
45,615,1
45,898,1
46,50,1
46,67,1
46,81,1
46,157,1
46,247,1
46,250,1
46,321,-1
46,389,1
46,425,1
46,444,1
46,458,1
47,59,1
47,114,1
47,155,1
47,166,1
47,183,1
47,207,1
47,214,-1
47,246,1
47,364,1
47,412,-1
47,426,1
47,440,1
47,685,1
47,693,1
47,728,1
48,106,1
48,113,1
48,356,1
48,411,1
48,529,-1
48,581,1
48,622,1
48,688,1
48,813,1
49,78,1
49,230,1
49,470,1
49,496,1
49,554,1
49,636,-1
49,974,-1
50,52,1
50,65,1
50,124,1
51,55,1
51,71,1
51,138,1
51,187,-1
51,194,1
51,200,1
51,290,1
51,433,1
51,466,1
51,489,1
51,873,1
51,882,1
51,924,1
51,985,1
52,57,1
52,75,1
52,80,1
52,105,1
52,164,-1
52,174,1
52,205,1
52,238,1
52,248,1
52,270,1
52,323,1
52,330,1
52,343,1
52,371,-1
52,441,-1
52,468,1
52,469,1
52,498,1
52,499,1
52,619,-1
52,703,1
52,744,1
52,782,-1
52,837,1
52,852,1
52,923,1
52,951,1
52,959,1
52,973,1
53,152,1
53,336,1
53,452,-1
53,608,1
53,874,1
54,82,1
54,161,1
54,284,1
54,322,1
54,373,1
54,395,1
54,425,1
54,557,1
54,693,1
54,706,1
54,791,-1
54,938,1
55,137,1
55,251,1
55,567,1
55,698,1
56,77,1
56,84,1
56,116,1
56,130,1
56,146,1
56,176,1
56,188,1
56,234,1
56,296,1
56,497,1
56,502,1
56,670,1
56,721,-1
57,141,1
57,190,1
57,226,1
57,266,1
57,269,1
57,317,1
57,377,1
57,437,1
57,563,1
57,744,1
57,755,1
57,762,1
57,994,1
58,71,1
58,102,1
58,111,1
58,123,1
58,192,1
58,196,-1
58,201,1
58,207,1
58,259,1
58,445,1
58,608,1
58,763,1
58,807,1
58,811,1
58,816,1
59,68,1
59,132,1
59,613,1
59,819,1
60,201,1
60,216,1
60,325,1
60,407,1
60,510,1
60,519,1
60,553,1
60,786,1
61,77,1
61,82,1
61,112,1
61,168,1
61,600,1
61,798,1
61,865,1
61,959,1
62,83,1
63,86,1
63,263,-1
63,316,1
63,349,1
63,352,1
63,378,1
63,487,1
63,652,-1
63,780,1
63,792,1
65,409,1
66,637,1
66,651,1
66,844,1
67,173,1
67,260,-1
67,309,1
67,312,1
67,564,1
67,587,1
67,826,1
67,938,1
68,121,1
69,102,1
69,119,1
69,120,1
69,136,1
69,232,-1
69,333,1
69,443,-1
69,547,-1
69,642,1
69,682,1
69,759,1
69,778,1
69,796,1
70,109,1
70,238,1
70,287,1
70,311,1
70,595,1
70,648,1
70,665,1
70,749,-1
71,150,1
71,206,1
71,289,1
71,370,1
71,420,-1
71,514,1
71,618,1
71,977,1
72,148,1
72,174,-1
72,225,1
72,341,1
72,346,1
72,417,1
73,127,1
73,169,1
73,189,1
73,223,1
73,313,1
73,727,1
73,737,1
74,173,-1
74,249,1
74,334,1
74,819,1
75,556,1
76,80,1
76,104,1
76,142,1
76,144,1
76,221,1
76,266,1
76,293,1
76,485,1
76,677,1
76,808,1
76,822,1
77,554,1
77,718,1
77,883,1
77,905,1
77,929,1
78,133,1
78,393,-1
78,630,1
78,681,1
78,801,1
79,130,-1
79,172,1
79,359,1
79,380,1
79,480,1
79,533,-1
79,843,1
80,86,1
80,92,1
80,97,1
80,184,1
80,253,1
80,265,1
80,301,-1
80,382,1
80,449,1
80,468,1
80,519,1
80,631,1
80,700,1
80,789,1
80,818,1
80,906,1
80,915,1
81,100,1
81,226,-1
81,239,-1
81,311,1
81,315,1
81,391,1
81,878,1
82,227,1
83,87,1
83,88,-1
83,153,1
83,177,1
83,212,-1
83,299,1
83,483,1
83,968,1
84,150,1
84,273,1
84,559,1
84,774,1
84,824,1
84,854,1
85,342,-1
85,628,1
86,119,1
86,128,1
86,208,1
86,228,1
86,316,1
86,544,1
86,557,1
86,942,1
88,134,-1
88,221,1
88,229,-1
88,830,1
89,112,1
89,168,-1
89,492,1
89,502,1
90,278,1
90,282,1
90,366,1
90,423,1
90,445,1
90,543,1
90,548,1
90,569,1
90,626,1
90,911,1
90,949,-1
90,957,1
91,143,1
91,276,1
91,285,1
91,408,1
91,533,1
91,636,1
91,764,1
92,273,1
92,336,-1
92,381,1
92,525,1
92,723,1
93,151,1
93,165,1
93,415,1
93,593,1
93,672,1
93,817,1
93,849,-1
93,921,1
94,716,1
96,118,1
96,202,1
96,264,1
96,362,1
96,379,1
96,403,1
96,575,1
96,919,-1
96,958,1
97,405,1
97,474,1
97,678,1
98,209,1
98,306,1
99,110,1
99,140,1
99,220,1
99,367,1
99,795,1
99,835,-1
100,181,1
100,705,1
100,757,1
100,832,1
101,918,1
102,386,1
102,402,1
102,591,1
103,228,1
103,479,1
103,675,1
103,882,-1
104,338,1
104,414,1
104,976,1
105,225,1
105,279,1
105,290,1
105,299,1
105,347,1
105,412,1
105,537,1
105,637,1
105,662,1
105,869,1
105,955,1
106,189,1
106,265,-1
106,550,1
106,584,-1
107,358,1
107,413,1
108,418,1
108,472,1
109,211,1
109,354,1
109,601,1
111,251,1
111,286,1
111,856,1
112,145,1
113,148,1
113,624,1
116,283,1
116,322,-1
116,646,1
116,710,1
116,901,1
117,384,1
117,456,-1
117,459,1
117,503,1
118,555,1
118,805,1
120,160,1
120,213,1
120,249,-1
120,802,1
120,879,1
121,733,1
121,779,1
122,270,1
122,659,1
122,702,1
122,993,1
123,167,1
123,203,1
123,211,1
123,274,1
123,388,1
123,512,1
123,685,1
124,307,1
124,415,1
124,582,1
124,629,1
124,677,1
124,924,1
125,236,-1
125,376,1
125,760,1
126,436,1
127,263,1
127,306,1
127,350,1
127,614,1
127,713,1
127,829,1
127,980,1
128,129,1
128,774,1
128,961,1
129,287,1
129,571,1
130,141,1
130,478,1
133,149,1
133,448,1
133,496,1
133,604,1
133,633,-1
133,958,1
134,645,1
135,267,1
135,304,1
135,515,1
135,528,1
135,967,1
135,983,1
136,184,1
136,194,1
136,204,1
136,318,1
136,446,-1
136,609,1
136,978,1
137,195,-1
137,289,1
137,624,1
138,215,1
138,245,1
138,325,1
138,368,1
138,779,1
139,401,1
139,561,1
140,766,1
140,776,1
141,417,1
141,549,-1
141,575,-1
141,886,1
143,162,1
143,268,1
143,281,1
143,374,1
143,376,-1
143,450,1
143,537,1
143,560,1
143,776,1
143,786,1
143,823,-1
143,858,1
143,910,-1
143,979,-1
145,771,-1
146,546,1
146,757,1
147,227,1
147,275,1
147,355,1
147,586,1
147,671,1
149,197,1
149,259,1
149,293,1
149,344,1
149,811,1
150,159,1
150,319,1
150,472,1
150,802,1
152,573,1
153,272,1
153,296,1
153,399,1
